material,number_of_elements,critical_temp
La1.8Nd0.2Cu0.99Zn0.01O4.0631,5,4.87
La1.95Bi0.05Cu1O4.0635,4,34.9
La1.95Bi0.05Cu0.99Zn0.01O4.0628,5,24.2
La1.8Pr0.2Cu1O4.0631,4,20.2
Ru0.8Sr2Y1Cu2.2O7.8,5,43.0
Ru0.8Sr2Y1Cu2.2O8.1,5,65.0
Ru0.9Sr2Er1Cu2O7.8,5,23.0
Sr2Ru1O4,3,1.0
Na0.75Co1H2.6O3.3,4,4.5
Ru0.95Sn0.05Sr2Gd1Cu2O8,6,30.0
Na0.35Co1H2.6O3.3,4,4.6
Na0.35Co1H2.6O3.3,4,4.7
Ru1Sr2Sm1.4Ce0.6Cu2O10,6,28.0
Ru1Sr2Sm1.4Ce0.6Cu2O10,6,32.0
Y1Ba2Cu2.5Fe0.5O7.35,5,80.0
Fe1Sr2Y1Cu2O7.66,5,43.5
Fe1Sr2Y1Cu2O7.68,5,50.0
Y1Ba1.9Nd0.1Cu3O,5,91.6
Y0.95Ca0.05Ba1.9Nd0.1Cu3O,6,87.2
Y0.9Ca0.1Ba1.9Nd0.1Cu3O,6,83.7
Y0.85Ca0.15Ba1.9Nd0.1Cu3O,6,84.2
Y0.8Ca0.2Ba1.9Nd0.1Cu3O,6,82.7
Y0.75Ca0.25Ba1.9Nd0.1Cu3O,6,80.1
Y0.7Ca0.3Ba1.9Nd0.1Cu3O,6,80.6
Y0.6Ca0.4Ba1.9Nd0.1Cu3O,6,80.3
Ru1Sr2Gd1Cu2O8,5,43.0
Ru1Sr1.98La0.02Gd1Cu2O8,6,20.6
Ru1Sr2Eu1Cu2O8,5,23.5
Ru1Sr1.98La0.02Eu1Cu2O8,6,14.0
Ru1Sr1.94La0.06Eu1Cu2O8,6,7.0
Ru0.7Sn0.3Sr2Gd1Cu2O8,6,11.0
Ru1Sr2Gd1.4Ce0.6Cu2O10,6,45.0
Ru0.97Pb0.03Sr2Gd1.4Ce0.6Cu2O10,7,38.0
Ru0.8Pb0.2Sr2Gd1.4Ce0.6Cu2O10,7,21.0
Ru0.6Pb0.4Sr2Gd1.4Ce0.6Cu2O10,7,9.76
Fe1Sr2Y1Cu2O6,5,50.0
Fe1Sr2Er1Cu2O6,5,50.0
Ru0.75Mo0.25Sr2Gd1.4Ce0.6Cu2O10,7,17.5
Ru0.5Mo0.5Sr2Gd1.4Ce0.6Cu2O10,7,13.5
Ru1Sr2Gd1Cu2O8,5,41.0
Ru0.99Ti0.01Sr2Gd1Cu2O8,6,36.3
Ru0.97Ti0.03Sr2Gd1Cu2O8,6,40.3
Ru0.95Ti0.05Sr2Gd1Cu2O8,6,32.2
Ru0.925Ti0.075Sr2Gd1Cu2O8,6,29.2
Ru0.95Rh0.05Sr2Gd1Cu2O8,6,36.3
Ru0.925Rh0.075Sr2Gd1Cu2O8,6,29.8
Ru0.9Rh0.1Sr2Gd1Cu2O8,6,19.3
Ru0.8Rh0.2Sr2Gd1Cu2O8,6,12.9
Ru0.9Pb0.1Sr2Gd1.4Ce0.6Cu2O10,7,29.1
La1.83Sr0.15Na0.02Cu1O4,5,37.0
La1.8Sr0.15Na0.05Cu1O4,5,37.0
La1.75Sr0.15Na0.1Cu1O4,5,37.0
La1.7Sr0.15Na0.15Cu1O4,5,37.0
La1.55Sr0.15Na0.3Cu1O4,5,37.0
Na0.3Co1H2.6O3.3,4,4.8
Na0.3Co1H2.8O3.4,4,4.5
Na0.3Co1H2.6O3.3,4,5.0
Na0.3Co1H2.6O3.3,4,4.7
Ru1Sr2Eu1.4Ce0.6Cu2O10,6,44.0
La1.85Sr0.15Cu0.99Ru0.01O4,5,20.5
La1.85Sr0.15Cu0.98Ru0.02O4,5,10.8
La1.85Sr0.15Cu0.97Ru0.03O4,5,10.8
La1.83Sr0.17Cu0.99Ru0.01O4,5,31.1
La1.825Sr0.175Cu0.99Ru0.01O4,5,29.6
La1.82Sr0.18Cu0.99Ru0.01O4,5,28.3
La1.81Sr0.19Cu0.99Ru0.01O4,5,26.5
La1.79Sr0.21Cu0.99Ru0.01O4,5,22.1
La1.81Sr0.19Cu0.98Ru0.02O4,5,13.5
La1.805Sr0.195Cu0.98Ru0.02O4,5,14.1
La1.8Sr0.2Cu0.98Ru0.02O4,5,15.6
La1.795Sr0.205Cu0.98Ru0.02O4,5,15.5
La1.79Sr0.21Cu0.98Ru0.02O4,5,11.2
La1.79Sr0.21Cu0.97Ru0.03O4,5,14.8
La1.78Sr0.22Cu0.97Ru0.03O4,5,15.6
La1.76Sr0.24Cu0.97Ru0.03O4,5,16.1
La1.75Sr0.25Cu0.97Ru0.03O4,5,15.3
La1.73Sr0.27Cu0.97Ru0.03O4,5,14.1
Co1Sr2Y0.9Ca0.1Cu2O7,6,15.0
Co1Sr2Y0.8Ca0.2Cu2O7,6,20.0
Co1Sr2Y0.75Ca0.25Cu2O7,6,30.0
Co1Sr2Y0.7Ca0.3Cu2O7,6,40.0
Co1Sr2Y0.65Ca0.35Cu2O7,6,38.0
Co1Sr2Y0.6Ca0.4Cu2O7,6,34.0
Co1Sr2Y0.55Ca0.45Cu2O7,6,25.0
Co1Sr2Y0.5Ca0.5Cu2O7,6,15.0
La1.9Pr0.1Ca0.2Ba2Cu4.2O9.8786,6,25.5
La1.8Pr0.2Ca0.4Ba2Cu4.4O10.7348,6,35.4
La1.7Pr0.3Ca0.6Ba2Cu4.6O10.8862,6,47.6
La1.6Pr0.4Ca0.8Ba2Cu4.8O11.1064,6,54.0
La1.5Pr0.5Ca1Ba2Cu5O11.782,6,57.7
Sr1Ti1O3,3,0.58
Sr1Ti1O3,3,0.133
Sr1Ti1O3,3,0.214
Sr2Ru1O4,3,1.42
Sr2Ru0.9995Ti0.0005O4,4,1.13
Sr2Ru0.999Ti0.001O4,4,0.6
Sr2Ru0.99875Ti0.00125O4,4,0.46
Ba1Sr1Y1Cu3O7,5,82.7
Fe0.1Ba1Sr1Y1Cu2.9O7,6,46.6
Fe0.2Ba1Sr1Y1Cu2.8O7,6,36.1
Fe0.3Ba1Sr1Y1Cu2.7O7,6,7.8
Fe0.5Ba2Y1Cu2.5O7,5,73.0
Fe0.5Sr2Y1Cu2.5O7,5,77.0
Fe0.5Ba1Sr1Y1Cu2.5O7.35,6,60.0
Mo1Sr2Y1Cu2O7,5,18.0
Mo1Sr2Y1Cu2O7,5,32.0
Eu1.4Ce0.6Ru1Sr2Cu2O10,6,40.0
Sr0.9Pr0.1Cu1O2,4,41.5
Sr0.9La0.1Cu1O2,4,41.9
Na0.3Co1H2.6O3.3,4,4.2
Na0.45Co1H2.6O3.3,4,2.0
Na0.4Co1H2.6O3.3,4,2.0
Na0.32Co1H2.6O3.3,4,2.1
Na0.33Co1H2.6O3.3,4,2.2
Na0.32Co1H2.6O3.3,4,3.0
Na0.3Co1H2.6O3.3,4,4.3
Na0.29Co1H2.6O3.3,4,4.0
Na0.26Co1H2.6O3.3,4,2.4
Hg2Ba1Sr1Y1Cu2O8,6,32.0
Hg2Sr2Y1Cu2O8,5,42.0
Hg2Ba2Y0.8Ca0.2Cu2O8,6,21.0
Hg2Ba1.9Sr0.1Y0.8Ca0.2Cu2O8,7,27.0
Hg2Ba1.8Sr0.2Y0.8Ca0.2Cu2O8,7,32.5
Hg2Ba1.7Sr0.3Y0.8Ca0.2Cu2O8,7,39.5
Hg2Ba1.6Sr0.4Y0.8Ca0.2Cu2O8,7,38.5
Hg2Ba1.5Sr0.5Y0.8Ca0.2Cu2O8,7,41.0
Hg2Ba1.2Sr0.8Y0.8Ca0.2Cu2O8,7,51.0
Hg2Ba0.6Sr1.4Y0.8Ca0.2Cu2O8,7,60.0
Hg2Sr2Y0.8Ca0.2Cu2O8,6,58.0
Sm1.85Ce0.15Cu1O4,4,18.6
Sm1.85Ce0.15Cu1O4,4,15.7
Bi0.8Nd0.1Tb0.1Pb1Sr2Ca2Cu3O10,8,115.0
Ru0.99Co0.01Sr2Gd1Cu2O8,6,25.5
Ru0.97Co0.03Sr2Gd1CuO8,6,13.0
Ru0.95Co0.05Sr2Gd1CuO8,6,5.5
Ba0.63K0.37Bi1O3,4,31.0
Y1Ba2Cu2.96Co0.04O7,5,91.5
Y1Ba2Cu2.94Co0.06O7,5,78.3
Y1Ba2Cu2.88Co0.12O7,5,71.0
Y1Ba2Cu2.76Co0.24O6.999,5,50.7
Y1Ba2Cu2.64Co0.36O7.03,5,22.0
Pr1.885Ce0.115Cu1O4,4,13.0
Pr1.876Ce0.124Cu1O4,4,21.3
Pr1.873Ce0.127Cu1O4,4,23.1
Pr1.869Ce0.131Cu1O4,4,23.6
Pr1.867Ce0.133Cu1O4,4,23.3
Pr1.863Ce0.137Cu1O4,4,23.2
Pr1.856Ce0.144Cu1O4,4,21.2
Pr1.848Ce0.152Cu1O4,4,19.8
Pr1.85Ce0.15Cu1O4,4,15.9
La1.913Ce0.087Cu1O4,4,28.7
La1.888Ce0.112Cu1O4,4,29.3
La1.865Ce0.135Cu1O4,4,21.7
La1.875Ce0.125Cu1O4,4,22.5
La1.855Ce0.145Cu1O4,4,24.2
La1.844Ce0.156Cu1O4,4,21.5
Pr1.85Ce0.15Cu1O4,4,24.0
Nd1.85Ce0.15Cu1O4,4,19.0
Pr1.85Ce0.15Cu1O4,4,24.2
Pr1.85Ce0.15Cu1O4,4,23.9
Pr1.85Ce0.15Cu1O4,4,23.6
La1.87Ce0.13Cu1O4,4,23.5
La1.909Ce0.091Cu1O4,4,30.3
La1.89Ce0.11Cu1O4,4,29.75
La1.92Ce0.08Cu1O4,4,15.0
La1.91Ce0.09Cu1O4,4,18.2
La1.89Ce0.11Cu1O4,4,25.0
La1.87Ce0.13Cu1O4,4,20.0
La1.85Ce0.15Cu1O4,4,8.5
La1.84Ce0.16Cu1O4,4,3.0
Gd1Sr0.8Ba1.2Cu3O,5,84.0
Gd0.8Pr0.1Ca0.1Sr0.8Ba1.2Cu3O,7,69.8
Gd0.6Pr0.2Ca0.2Sr0.8Ba1.2Cu3O,7,44.9
Er1Sr0.8Ba1.2Cu3O,5,83.9
Er0.8Pr0.1Ca0.1Sr0.8Ba1.2Cu3O,7,78.0
Er0.6Pr0.2Ca0.2Sr0.8Ba1.2Cu3O,7,72.5
Sm1Ba2Cu3O,4,88.0
La2Cu1O4.086,3,45.2
La2Cu0.99Zn0.01O4.099,4,29.3
La2Cu0.98Zn0.02O4.099,4,19.2
La2Cu0.97Zn0.03O4.1,4,7.3
K1Os2O6,3,9.5
Nd1Sr1.5Ba0.5Cu2.85Mo0.15O,6,34.25
Nd1Sr1.5Ba0.5Cu2.7Mo0.3O,6,22.5
Nd1Sr1.65Ba0.35Cu2.8Mo0.2O,6,26.0
Nd1Sr1.5Ba0.5Cu2.8Mo0.2O,6,31.0
Ru1Sr2Eu1.5Ce0.5Cu2O,6,36.0
Ru0.75Nb0.25Sr2Eu1.5Ce0.5Cu2O,7,33.5
Ru0.5Nb0.5Sr2Eu1.5Ce0.5Cu2O,7,32.0
La1.64Eu0.2Sr0.16Cu1O4,5,10.0
Na0.35Co1H2.6O3.3,4,4.2
Na0.75Co1H2.6O3.3,4,4.61
Na0.75Co0.9995Ir0.0005H2.6O3.3,5,4.59
Na0.75Co0.995Ir0.005H2.6O3.3,5,3.94
Na0.75Co0.99Ir0.01H2.6O3.3,5,3.54
Na0.75Co1H2.6O3.3,4,4.49
Na0.75Co0.9995Ga0.0005H2.6O3.3,5,4.38
Na0.75Co0.999Ga0.001H2.6O3.3,5,4.19
Na0.75Co0.9975Ga0.0025H2.6O3.3,5,3.98
Na0.75Co0.995Ga0.005H2.6O3.3,5,2.99
Bi2Sr2.1Y0.1Ca0.8Cu2O8.26,6,96.0
Bi2Sr1.9Y0.1Ca1Cu2O8.24,6,94.0
Bi2Sr1.8Y0.1Ca1.1Cu2O8.23,6,93.0
Bi2Sr1.6Y0.1Ca1.3Cu2O8.23,6,89.0
K1Os2O6,3,9.8
Cs1Os2O6,3,3.3
Na0.22Co1H1.8O2.85,4,4.5
Na0.22Co1H1.8O2.85,4,4.4
Tb1Sr2Cu2.7Mo0.3O7.15,5,37.0
Tb1Sr2Cu2.7Mo0.3O7,5,80.0
La1.9Sr0.1Cu1O4,4,29.3
La1.9Sr0.1Cu0.9975Zn0.0025O4,5,23.71
La1.9Sr0.1Cu0.995Zn0.005O4,5,20.19
La1.9Sr0.1Cu0.9925Zn0.0075O4,5,15.23
La1.9Sr0.1Cu0.99Zn0.01O4,5,11.97
La1.885Sr0.115Cu1O4,4,27.57
La1.885Sr0.115Cu0.9975Zn0.0025O4,5,22.46
La1.885Sr0.115Cu0.995Zn0.005O4,5,17.64
La1.885Sr0.115Cu0.9925Zn0.0075O4,5,12.45
La1.885Sr0.115Cu0.99Zn0.01O4,5,8.56
La1.87Sr0.13Cu1O4,4,33.54
La1.87Sr0.13Cu0.9975Zn0.0025O4,5,28.92
La1.87Sr0.13Cu0.995Zn0.005O4,5,26.44
La1.87Sr0.13Cu0.9925Zn0.0075O4,5,21.02
La1.87Sr0.13Cu0.99Zn0.01O4,5,18.83
Rb1Os2O6,3,6.4
Na0.23W1O3,3,2.16
Rb0.27W1O3,3,1.9
Rb0.33W1O3,3,1.76
Rb0.33W1O3,3,2.89
Rb0.33W1O3,3,2.45
Na0.2W1O3,3,3.05
Ba1Pb0.9Bi0.1O3,4,2.91
Ba1Pb0.85Bi0.15O3,4,8.7
Ba1Pb0.8Bi0.2O3,4,10.25
Ba1Pb0.75Bi0.25O3,4,11.7
Ba1Pb0.7Bi0.3O3,4,11.23
Ba1Pb0.65Bi0.35O3,4,3.93
Li1Ti2O4,3,11.4
Na0.28Co1H2.6O3.3,4,4.21
Na0.29Co1H2.6O3.3,4,3.91
Na0.31Co1H2.6O3.3,4,4.81
Na0.24Co1H2.6O3.3,4,3.51
Na0.26Co1H2.6O3.3,4,2.71
Li1Ti2O4,3,11.7
Li1.05Ti1.95O4,3,12.0
Li1.1Ti1.9O4,3,9.6
Ca1La1Ba1Cu2.8P0.2O7,6,90.0
Y0.8Ca0.2Sr1Ba1Cu2.8B0.2O7,7,45.0
Ru1Sr2Y1Cu2O8,5,45.0
Gd1.05Ba1.95Cu3O6.94,4,85.0
Gd1.15Ba1.85Cu3O6.99,4,48.0
Gd1.2Ba1.8Cu3O7.03,4,42.0
Gd1.25Ba1.75Cu3O6.98,4,28.0
Li1Ti2O4,3,12.9
Li1Ti2O4,3,12.4
Li1.04Ti1.96O4,3,12.1
Li1.08Ti1.92O4,3,11.8
Li1.12Ti1.88O4,3,10.4
Li1.16Ti1.84O4,3,8.3
Li0.98Mg0.02Ti2O4,4,11.9
La2Cu0.985V0.015O4.021,4,40.0
La2Cu0.975V0.025O4.032,4,40.0
La2Cu0.965V0.035O4.045,4,40.0
La2Cu0.955V0.045O4.056,4,40.0
Ba2Ca2Cu3F2O6,5,90.0
Ba2Ca3Cu4F2O8,5,70.0
Bi1Pb1Sr2Ca2Cu3O10,6,103.5
Bi0.9Nd0.05Tb0.05Pb1Sr2Ca2Cu3O10,8,111.0
Bi0.8Nd0.1Tb0.1Pb1Sr2Ca2Cu3O10,8,115.5
Bi0.6Nd0.2Tb0.2Pb1Sr2Ca2Cu3O10,8,107.5
Y1Ba2Cu2.9925Zn0.0075O6.92,5,88.0
Y1Ba2Cu2.985Zn0.015O6.95,5,86.0
Y1Ba2Cu2.9775Zn0.0225O6.93,5,83.0
Y1Ba2Cu2.97Zn0.03O6.98,5,80.0
Y1Ba2Cu2.94Zn0.06O6.96,5,71.0
Y1Ba2Cu2.88Zn0.12O6.95,5,64.0
Tl1Ba2Ca3Cu4O,5,128.0
Ti1Sr2Sm1.6Ce0.4Cu2O10,6,25.0
Ti1Sr2Eu1.6Ce0.4Cu2O10,6,20.0
Ca2Cu1Cl2.25O2,4,31.0
Ca2Cu1Cl2.3O2,4,36.0
Ca2Cu1Cl2.4O2,4,38.0
Ca2Cu1Cl2.5O2,4,38.0
Ca2Cu1Cl2.18O2,4,24.0
Ca2Cu1Cl2.2O2,4,30.0
Fe0.5Ba2Y1Cu2.5O7.41,5,80.0
Fe0.5Ba2Sm1Cu2.5O7.54,5,8.0
Fe0.5Ba2Eu1Cu2.5O7.51,5,60.0
Fe0.5Ba2Gd1Cu2.5O7.45,5,72.0
Fe0.5Ba2Dy1Cu2.5O7.52,5,75.0
Fe0.5Ba2Ho1Cu2.5O7.49,5,76.0
Fe0.5Ba2Er1Cu2.5O7.46,5,72.0
Fe0.5Ba2Tm1Cu2.5O7.43,5,60.0
Fe0.5Ba2Yb1Cu2.5O7.45,5,72.0
Ga0.65Cd0.4Sr2Y1Cu2O7,6,38.0
Ga0.65Cd0.5Sr2Y1Cu2O7,6,44.0
Ga0.65Cd0.6Sr2Y1Cu2O7,6,50.0
Ga0.65Sr2Y0.7Ca0.3Cu2O7,6,23.5
Ga0.95Cd0.05Sr2Y0.7Ca0.3Cu2O7,7,27.5
Ga0.9Cd0.1Sr2Y0.7Ca0.3Cu2O7,7,32.5
Ga0.85Cd0.15Sr2Y0.7Ca0.3Cu2O7,7,37.0
Ga0.8Cd0.2Sr2Y0.7Ca0.3Cu2O7,7,41.5
Ga0.75Cd0.25Sr2Y0.7Ca0.3Cu2O7,7,45.0
Ga0.7Cd0.3Sr2Y0.7Ca0.3Cu2O7,7,47.5
Ga0.65Cd0.35Sr2Y0.7Ca0.3Cu2O7,7,51.0
Ga0.6Cd0.4Sr2Y0.7Ca0.3Cu2O7,7,52.5
Ga0.5Cd0.5Sr2Y0.7Ca0.3Cu2O7,7,58.5
Ga0.4Cd0.6Sr2Y0.7Ca0.3Cu2O7,7,61.5
Ru1Sr2Gd1.4Ce0.6Cu2O9.54,6,34.0
Ru0.875Nb0.125Sr2Gd1.4Ce0.6Cu2O,7,34.0
Ru0.75Nb0.25Sr2Gd1.4Ce0.6Cu2O,7,29.5
Ru0.625Nb0.375Sr2Gd1.4Ce0.6Cu2O,7,29.5
Ru0.5Nb0.5Sr2Gd1.4Ce0.6Cu2O9.64,7,30.0
Ga1Sr2Tm0.75Ca0.25Cu2O7,6,28.0
Ga1Sr2Tm0.7Ca0.3Cu2O7,6,40.0
Ga1Sr2Tm0.65Ca0.35Cu2O7,6,47.0
Ga1Sr2Tm0.6Ca0.4Cu2O7,6,51.0
Ga1Sr2Y0.8Ca0.2Cu2O7,6,35.0
Ga1Sr2Y0.7Ca0.3Cu2O7,6,35.0
Ga1Sr2Y0.7Ca0.3Cu2O7,6,25.0
Ga1Sr2Y0.6Ca0.4Cu2O7,6,38.0
Ga1Sr2Y0.5Ca0.5Cu2O7,6,35.0
Ga0.9Sr2Y0.6Ca0.4Cu2.1O7,6,41.0
Ga0.8Sr2Y0.6Ca0.4Cu2.2O7,6,42.0
Fe1Sr2Y1Cu2O6,5,42.0
Fe1Sr2Y1Cu2O6,5,48.0
Fe1Sr2Y1Cu2O7.68,5,56.0
Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,6,15.5
Y0.4Pr0.6Ba1Sr1Cu3O7,6,23.0
Y1Ba2Cu3O7,4,44.7
Y1Ba2Cu2.99Gd0.01O7,5,44.4
Y1Ba2Cu2.98Gd0.02O7,5,42.5
Y1Ba2Cu2.97Gd0.03O7,5,40.4
Y1Ba2Cu2.95Gd0.05O7,5,44.8
Y1Ba2Cu2.9Gd0.1O7,5,33.7
Y1Ba2Cu2.85Gd0.15O7,5,44.1
Hg0.75Ti0.25Sr2Gd1.5Ce0.5Cu2O,7,38.0
Hg0.75V0.25Sr2Gd1.5Ce0.5Cu2O,7,47.0
Hg0.75Mo0.25Sr2Gd1.5Ce0.5Cu2O,7,70.0
Hg0.75W0.25Sr2Gd1.5Ce0.5Cu2O,7,75.0
Hg0.75Re0.25Sr2Gd1.5Ce0.5Cu2O,7,50.0
Hg0.75W0.25Sr2Sm1.5Ce0.5Cu2O,7,56.0
Hg0.75W0.25Sr2Eu1.5Ce0.5Cu2O,7,65.0
Hg0.75W0.25Sr2Dy1.5Ce0.5Cu2O,7,71.0
Hg0.75W0.25Sr2Ho1.5Ce0.5Cu2O,7,64.0
Hg0.75W0.25Sr2Er1.5Ce0.5Cu2O,7,60.0
Hg0.7W0.3Sr2Ce2.01Eu0.99Cu2O11,7,26.0
Hg0.7W0.3Sr2Ce1.74Eu1.26Cu2O11,7,33.0
Hg0.7W0.3Sr2Ce1.5Eu1.5Cu2O11,7,45.0
Mo0.25Sr2Ce2.01Y0.99Cu2.75O11,6,12.1
Mo0.25Sr2Ce2.01Y0.99Cu2.75O11,6,33.4
Mo0.25Sr2Ce2.01Y0.99Cu2.75O11,6,50.9
Mo0.25Sr2Ce2.01Y0.99Cu2.75O11,6,51.7
Mo0.25Sr2Ce2.01Y0.99Cu2.75O11,6,52.9
Mo0.25Sr2Y1Cu2.75O7,5,87.6
Mo0.25Sr2Y1.5Ce0.5Cu2.75O9,6,35.2
Ag5Pb2O6,3,0.048
Bi1.6Pb0.6Sr2Ca1Cu2O8,6,91.0
Bi1.2Pb0.8Sr2Ca1Cu2O8,6,93.0
K1Os2O6,3,9.62
Rb1Os2O6,3,6.29
Cs1Os2O6,3,3.26
Bi2Sr2Ca1Cu2O8,5,48.0
La1.78Sr0.22Cu1O4,4,27.4
La1.85Sr0.15Cu1O4,4,36.1
La1.89Sr0.11Cu1O4,4,29.3
La1.91Sr0.09Cu1O4,4,24.4
La1.925Sr0.075Cu1O4,4,15.6
La1.931Sr0.069Cu1O4,4,12.0
Gd1.1Ba1.9Cu3O7,4,93.0
Y0.8Ca0.2Ba2Cu3O6.84,5,82.0
Y0.8Ca0.2Ba2Cu3O6.78,5,84.2
Y0.8Ca0.2Ba2Cu3O6.59,5,67.3
Y0.8Ca0.2Ba2Cu3O6.51,5,62.6
Y0.8Ca0.2Ba2Cu3O6.49,5,61.0
Y0.8Ca0.2Ba2Cu3O6.41,5,32.4
Y0.8Ca0.2Ba2Cu3O6.32,5,25.8
Ca1.85Na0.15Cu1Br2O2,5,10.0
Ca1.825Na0.175Cu1Br2O2,5,10.5
Ca1.8Na0.2Cu1Br2O2,5,11.0
Ca1.75Na0.25Cu1Br2O2,5,18.0
Ca1.7Na0.3Cu1Br2O2,5,16.5
Ca1.65Na0.35Cu1Br2O2,5,18.0
Ca1.875Na0.125Cu1Br1Cl1O2,6,15.0
Ca1.85Na0.15Cu1Br1Cl1O2,6,19.0
Ca1.825Na0.175Cu1Br1Cl1O2,6,23.0
Ca1.8Na0.2Cu1Br1Cl1O2,6,19.0
Ca1.75Na0.25Cu1Br1Cl1O2,6,19.0
Ca1.7Na0.3Cu1Br1Cl1O2,6,23.5
Ca1.65Na0.35Cu1Br1Cl1O2,6,24.0
Ca1.9Na0.1Cu1Cl2O2,5,13.0
Ca1.875Na0.125Cu1Cl2O2,5,25.0
Ca1.85Na0.15Cu1Cl2O2,5,25.0
Ca1.825Na0.175Cu1Cl2O2,5,26.0
Ca1.8Na0.2Cu1Cl2O2,5,27.5
Ca1.75Na0.25Cu1Cl2O2,5,26.5
Ca1.7Na0.3Cu1Cl2O2,5,27.7
Ca1.65Na0.35Cu1Cl2O2,5,28.0
Cd2Re2O7,3,0.97
Bi1.4Pb0.6Sr2Ca1Cu2O8,6,91.0
Sn1,1,3.809
Sn1,1,3.7452
Sn1,1,3.6657
Tl1,1,2.3917
Tl1,1,2.3861
Tl1,1,2.3956
In1,1,3.4178
Hg1,1,4.1596
Pb1,1,7.22
Sn1,1,3.8082
Sn1,1,3.7419
Sn1,1,3.7444
Hg1,1,4.173
Be22Mo1,2,2.51
Be22W1,2,4.12
Be22Tc1,2,5.21
Be22Re1,2,9.65
Mo1,1,0.902
Tc1,1,7.79
Tc1,1,8.035
Tc1,1,7.77
Tc1,1,7.71
Ga1,1,6.07
H0.965Pd1,2,6.45
Cd1,1,0.5173
Cd1,1,0.5218
Cd1,1,0.5148
Cd1,1,0.5115
C3La2,2,13.5
C3Y2,2,17.3
Y2C2.9B0.1,3,16.4
C3La2,2,11.1
La1.8Sr0.2Cu1O4,4,29.0
La1.76Sr0.24Cu1O4,4,14.2
La1.74Sr0.26Cu1O4,4,9.95
La1.72Sr0.28Cu1O4,4,4.98
La1.8Sr0.2Cu0.995Zn0.005O4,5,26.1
La1.8Sr0.2Cu0.99Zn0.01O4,5,11.0
La1.78Sr0.22Cu0.9975Zn0.0025O4,5,18.5
La1.78Sr0.22Cu0.995Zn0.005O4,5,9.88
Bi2Sr2Ca1Cu2O8,5,72.0
Bi2Sr2Ca0.9Y0.1Cu2O8,6,84.0
Bi2Sr2Ca0.8Y0.2Cu2O8,6,91.7
Bi2Sr2Ca0.75Y0.25Cu2O8,6,92.8
Bi2Sr2Ca0.7Y0.3Cu2O8,6,89.0
Bi2Sr2Ca0.6Y0.4Cu2O8,6,67.8
B2Mg1,2,38.0
Mg1B0.96C0.04,3,35.5
Mg1B0.9C0.1,3,30.0
Mg1B0.85C0.15,3,24.0
B2Mg1,2,38.73
Rb1Os2O6,3,6.32
Li2Pd3B1,3,7.5
Li2Pt3B1,3,2.17
Ba24Si100,2,1.4
Y1Ba2Cu4O8,4,80.05
B2Mg1,2,39.0
C2Na1,2,5.0
C3Na1,2,2.3
Ru1Sr2Gd1Cu2O8,5,47.5
Ag5Pb2O6,3,0.0524
Ag7N1O11,3,1.04
Ag7F1O8,3,0.3
Ag7B4F4O8,4,0.15
Sb2Yb1,2,1.3
C8.1K1,2,0.152
Si2Ta1,2,0.345
Pr1Ru4Sb12,3,0.97
Nb1Se2,2,7.1
K1Os2O6,3,9.6
Ce1Rh1Si3,3,0.9
Ce1Co1In5,3,2.27
Ce1Pt3Si1,3,0.8
Ba24Si100,2,1.55
Ce1Rh1In5,3,2.2
Ce2Ni3Ge5,3,0.22
C2Y1,2,3.838
La0.6Rh4P12,3,17.0
Te3Zr1,2,2.95
Ce1Cu2Si2,3,0.73
Ce1Cu2Si2,3,0.61
Y1Ru4P12,3,8.5
Hg0.4Pr0.8Sr2.4Ca0.4Cu2O6,6,74.0
Hg0.4Pr1.1Sr2Ca0.5Cu2O7.9,6,76.0
Hg0.4Pr1.1Sr2Ca0.5Cu2O6.9,6,60.0
Hg0.5Bi0.5Sr2Ca0.65Nd0.35Cu2O,7,94.0
Hg0.5Bi0.5Sr2Ca0.65Y0.35Cu2O,7,93.0
Hg0.5Bi0.5Sr2Ca0.65Pr0.35Cu2O,7,95.0
Hg0.75Ti0.25Sr2Ca0.65Y0.35Cu2O,7,75.0
Hg0.4Pr0.6Sr2.7Pr0.3Cu2O6,5,85.0
Hg0.4Pr0.6Sr2.5Pr0.5Cu2O6,5,74.0
Ba6Ge25,2,0.24
La3Pd4Ge4,3,2.75
Zn2Zr1,2,0.6
B2Mg1,2,38.7
B12Zr1,2,6.0
Ca1.82Na0.18Cu1Cl2O2,5,27.0
Ce1Ni1Ge3,3,0.48
Cu0.5Tl0.5Ba2Ca2Cu3O10,5,108.0
Cu0.5Tl0.5Ba2Ca1.6Mg0.4Cu3O10,6,115.0
Cu0.5Tl0.5Ba2Ca1.2Mg0.8Cu3O10,6,117.0
Cu0.5Tl0.5Ba2Ca0.8Mg1.2Cu3O10,6,130.0
Cu0.5Tl0.5Ba2Ca1.9Pr0.1Cu3O10,6,110.5
Cu0.5Tl0.5Ba2Ca1.8Pr0.2Cu3O10,6,100.0
Cu0.5Tl0.5Ba2Ca1.6Pr0.4Cu3O10,6,80.0
Mg1.9Cu0.1B12,3,37.3
Mg1.8Cu0.2B12,3,36.5
Ca1.9Cu1Cl2O2,4,15.0
Ca1.85Cu1Cl2O2,4,30.0
Ca1.8Cu1Cl2O2,4,39.0
Ca1.8Cu1Cl2O2,4,43.0
Li1Ti2O4,3,12.1
C1,1,0.38
C1,1,2.5
C1,1,2.62
