Environment,Material Group,Material Family,Material,Rate (mm/yr) or Rating,Rate (mils/yr) or Rating,Localized Attack,UNS,Condition/Comment,Concentration (Vol %),Temperature (deg C),Temperature (deg F),Duration,Reference #,Reference,rate_mm_yr_numeric,rate_letter_grade
Petroleum Oils,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,405,A (Resistant),A (Resistant),,S40500,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,405,A (Resistant),A (Resistant),,S40500,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,409,A (Resistant),A (Resistant),,S40900,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,409,A (Resistant),A (Resistant),,S40900,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,403,A (Resistant),A (Resistant),,S40300,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,403,A (Resistant),A (Resistant),,S40300,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,Petrol (gasoline),,Room,Room,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,A
Petroleum Oils,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,416,A (Resistant),A (Resistant),,S41600,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,416,A (Resistant),A (Resistant),,S41600,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,420,A (Resistant),A (Resistant),,S42000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Martensitic,420,A (Resistant),A (Resistant),,S42000,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Aluminum and alloys,99.0% min Al,Aluminum (99.0-99.5%),C (Questionable),C (Questionable),,A91199,,,,,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,C
Phenol,Aluminum and alloys,Aluminum-manganese,Aluminum-manganese alloys,C (Questionable),C (Questionable),,,,,,,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,C
Phenol,Copper and alloys,Aluminum bronze,"Ampco 8, aluminum bronze",0.5 max,20 max,,C61300,,,,,,96.0,"Stock Metals, Ampco Metal Company, 1988",0.5,
Phenol,Miscellaneous,Lead and alloys,Lead,0.075,3,,L50045,During sulfonation with 93% H2SO4 (66 Be),,120,248,,48.0,"Lead for Corrosion Resistant Applications: A Guide, Lead Industries Association, New York, p 64",0.075,
Phenol,Miscellaneous,Lead and alloys,Lead,0.5 max,20 max,,L50045,,90,24,75,,95.0,"Lead for Corrosion Resistant Applications: A Guide, Lead Industries Association, Inc. New York, p 72",0.5,
Phenol,Miscellaneous,Magnesium and alloys,Magnesium,A (Resistant),A (Resistant),,,,100,Room,Room,,119.0,"Dow Chemical Co., Midland, MI",,A
Phenol,Miscellaneous,Noble metals,Gold,0.05 max,2 max,,P00016,,All,Boiling,Boiling,,7.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 800",0.05,
Phenol,Miscellaneous,Noble metals,Platinum,0.05 max,2 max,,P04995,,All,Boiling,Boiling,,6.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 803",0.05,
Phenol,Miscellaneous,Noble metals,Silver,0.05 max,2 max,,P07010,,All,Boiling,Boiling,,10.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 797",0.05,
Phenol,Miscellaneous,Tin and alloys,Tin,A (Resistant),A (Resistant),,,,,20,68,,94.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 287-290",,A
Phenol,MIscellaneous,Tin and alloys,Tin,A (Resistant),A (Resistant),,,,,60,140,,94.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 287-290",,A
Phenol,Miscellaneous,Tin and alloys,Tin,D (Poor),D (Poor),,,,,100,212,,94.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 287-290",,D
Phenol,Refractory metals and alloys,Titanium and alloys,Titanium,0.102,4.08,,,,Saturated,25,77,,90.0,"N.D. Tomashov and P.M. Altovskii, Corrosion and Protection of Titanium, Government Scientific-Technical Publication of Machine-Building Literature (Russian translation), 1963; L.C. Covington and R.W. Schultz, Corrosion of Resistance of Titanium, TIMET Cor",0.102,
Phenol,Refractory metals and alloys,Zirconium and alloys,ZR702,0.13 max,5 max,,R60702,,Saturated,Room,Room,,15.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 711-715",0.13,
Phenol,Stainless steels,Austenitc,302,0.01,0.2,,S30200,,88,185,365,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",0.01,
Phenol,Stainless steels,Austenitic,301,B (Good),B (Good),,S30100,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,301,B (Good),B (Good),,S30100,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,301,B (Good),B (Good),,S30100,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,302,0.01,0.2,,S30200,,88,53,125,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",0.01,
Phenol,Stainless steels,Austenitic,302,B (Good),B (Good),,S30200,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,302,B (Good),B (Good),,S30200,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,302,B (Good),B (Good),,S30200,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,303,D (Poor),D (Poor),,S30300,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Phenol,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304,B (Good),B (Good),,S30400,Chemically pure,,21,70,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,B
Phenol,Stainless steels,Austenitic,304,0.03,1,,S30400,,100,315,600,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",0.03,
Phenol,Stainless steels,Austenitic,304,B (Good),B (Good),,S30400,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304,B (Good),B (Good),,S30400,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304,B (Good),B (Good),,S30400,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,310,0.03,1,,S31000,,100,315,600,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",0.03,
Phenol,Stainless steels,Austenitic,316,B (Good),B (Good),,S31600,Chemically pure,,21,70,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,B
Phenol,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,,10,105,220,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",,A
Phenol,Stainless steels,Austenitic,316,0.01,0.2,,S31600,,88,53,125,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",0.01,
Phenol,Stainless steels,Austenitic,316,0.01,0.2,,S31600,,88,185,365,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",0.01,
Phenol,Stainless steels,Austenitic,316,0.03,1,,S31600,,100,315,600,,139.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 87",0.03,
Phenol,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,321,B (Good),B (Good),,S32100,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,321,B (Good),B (Good),,S32100,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,321,B (Good),B (Good),,S32100,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,347,B (Good),B (Good),,S34700,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,347,B (Good),B (Good),,S34700,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,347,B (Good),B (Good),,S34700,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304L,B (Good),B (Good),,S30403,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304L,B (Good),B (Good),,S30403,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304L,B (Good),B (Good),,S30403,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304LN,B (Good),B (Good),,S30453,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304LN,B (Good),B (Good),,S30453,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,304LN,B (Good),B (Good),,S30453,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,316F,B (Good),B (Good),,S31620,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,316F,B (Good),B (Good),,S31620,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,316F,B (Good),B (Good),,S31620,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Phenol,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,Plus 10% H2O,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,Raw,90%,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Phenol,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,Pure,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
